"type","city","year","n"
"","","2000","1713878.21"
"","","2001","2416947.93"
"","","2002","3373192.66"
"","","2003","4014.1"
"","","2004","4493.56"
"","","2006","5.19"
"","","2007","5.17"
"","Tekirdağ-59","1980","13964.0"
"","","1981","22029.0"
"","","1982","26120.0"
"","","1983","33458.0"
"","","1984","48244.0"
"","","1985","901.0"
"","","1986","1203.0"
"","","1987","1634.0"
"","","1988","2944.0"
"","","1989","5252.0"
"","","1990","9117.0"
"","","1991","13576.0"
"","","1992","24764.0"
"","","1993","36505.0"
"","","1994","72132.0"
"","","1995","162530.0"
"","","1996","240482.0"
"","","1997","478574.0"
"","","1998","967083.0"
"","","1999","1284484.5"
"","","2000","1772817.46"
"","","2001","2560135.58"
"","","2002","3531921.69"
"","","2003","4196.58"
"","","2004","4683.47"
"","","2006","6.27"
"","","2007","6.42"
"","Tokat-60","1980","14500.0"
"","","1981","23979.0"
"","","1982","25783.0"
"","","1983","34047.0"
"","","1984","45763.0"
"","","1985","823.0"
"","","1986","941.0"
"","","1987","1300.0"
"","","1988","2283.0"
"","","1989","3877.0"
"","","1990","6493.0"
"","","1991","9388.0"
"","","1992","15760.0"
"","","1993","25979.0"
"","","1994","50282.0"
"","","1995","111666.0"
"","","1996","176154.0"
"","","1997","317962.0"
"","","1998","665502.0"
"","","1999","908375.5"
"","","2000","1476835.45"
"","","2001","1947394.18"
"","","2002","2710567.13"
"","","2003","3284.13"
"","","2004","3575.61"
"","","2006","4.3"
"","","2007","4.98"
"","Trabzon-61","1980","10534.0"
"","","1981","15129.0"
"","","1982","17610.0"
"","","1983","23011.0"
"","","1984","27996.0"
"","","1985","563.0"
"","","1986","823.0"
"","","1987","785.0"
"","","1988","1532.0"
"","","1989","2664.0"
"","","1990","4219.0"
"","","1991","6787.0"
"","","1992","10644.0"
"","","1993","18607.0"
"","","1994","43754.0"
"","","1995","99439.0"
"","","1996","168212.0"
"","","1997","291257.0"
"","","1998","637082.0"
"","","1999","887728.08"
"","","2000","1194551.17"
"","","2001","1889386.7"
"","","2002","2633000.0"
"","","2003","2905.18"
"","","2004","3385.05"
"","","2006","4.29"
"","","2007","4.55"
"","Tunceli-62","1980","13333.0"
"","","1981","20116.0"
"","","1982","23095.0"
"","","1983","33809.0"
"","","1984","42625.0"
"","","1985","755.0"
"","","1986","1151.0"
"","","1987","1531.0"
"","","1988","2306.0"
"","","1989","4033.0"
"","","1990","5777.0"
"","","1991","9826.0"
"","","1992","21435.0"
"","","1993","33366.0"
"","","1994","58742.0"
"","","1995","142206.0"
"","","1996","240777.0"
"","","1997","410041.0"
"","","1998","786527.0"
"","","1999","1034200.42"
"","","2000","1935208.33"
"","","2001","3126736.11"
"","","2002","3971843.92"
"","","2003","4718.94"
"","","2004","5244.44"
"","","2006","7.39"
"","","2007","6.11"
"","Uşak-64","1980","12988.0"
"","","1981","22382.0"
"","","1982","22944.0"
"","","1983","32194.0"
"","","1984","44333.0"
"","","1985","737.0"
"","","1986","930.0"
"","","1987","1302.0"
"","","1988","2377.0"
"","","1989","3940.0"
"","","1990","6615.0"
"","","1991","9694.0"
"","","1992","17737.0"
"","","1993","26465.0"
"","","1994","50770.0"
"","","1995","115972.0"
"","","1996","182763.0"
"","","1997","374076.0"
"","","1998","750069.0"
"","","1999","1038258.42"
"","","2000","1495555.56"
"","","2001","2012361.11"
"","","2002","2691805.56"
"","","2003","3392.0"
"","","2004","3786.11"
"","","2006","4.3"
"","","2007","4.97"
"","Van-65","1980","12491.0"
"","","1981","16083.0"
"","","1982","20416.0"
"","","1983","25880.0"
"","","1984","35380.0"
"","","1985","667.0"
"","","1986","832.0"
"","","1987","1064.0"
"","","1988","2185.0"
"","","1989","3453.0"
"","","1990","5850.0"
"","","1991","8603.0"
"","","1992","15187.0"
"","","1993","26675.0"
"","","1994","46286.0"
"","","1995","110490.0"
"","","1996","191944.0"
"","","1997","338828.0"
"","","1998","687420.0"
"","","1999","1085851.75"
"","","2001","2392638.89"
"","","2002","2718888.89"
"","","2003","3262.13"
"","","2004","3610.07"
"","","2006","5.03"
"","","2007","5.89"
"","Yalova-77","1995","175833.0"
"","","1996","246277.0"
"","","1997","474138.0"
"","","1998","873472.0"
"","","1999","1497000.08"
"","","2000","2092361.11"
"","","2001","2863416.67"
"","","2002","3976564.6"
"","","2003","4972.57"
"","","2004","5371.18"
"","","2006","7.21"
"","","2007","6.82"
"","Yozgat-66","1980","13190.0"
"","","1981","21833.0"
"","","1982","25000.0"
"","","1983","33217.0"
"","","1984","43629.0"
"","","1985","859.0"
"","","1986","1101.0"
"","","1987","1623.0"
"","","1988","2604.0"
"","","1989","4234.0"
"","","1990","7508.0"
"","","1991","10923.0"
"","","1992","19964.0"
"","","1993","32971.0"
"","","1994","64127.0"
"","","1995","129211.0"
"","","1996","205904.0"
"","","1997","366010.0"
"","","1998","732483.0"
"","","1999","994604.25"
"","","2000","1497308.05"
"","","2001","2300468.63"
"","","2002","3018373.62"
"","","2003","3668.21"
"","","2004","4049.49"
"","","2006","5.19"
"","","2007","5.49"
"","Zonguldak-67","1980","13860.0"
"","","1981","21421.0"
"","","1982","25069.0"
"","","1983","31411.0"
"","","1984","40876.0"
"","","1985","740.0"
"","","1986","1024.0"
"","","1987","1265.0"
"","","1988","2306.0"
"","","1989","3742.0"
"","","1990","6380.0"
"","","1991","9716.0"
"","","1992","17979.0"
"","","1993","26785.0"
"","","1994","57369.0"
"","","1995","116479.0"
"","","1996","165118.0"
"","","1997","314250.0"
"","","1998","719097.0"
"","","1999","1020433.33"
"","","2000","1332916.67"
"","","2001","2087847.22"
"","","2002","3065972.22"
"","","2003","3592.71"
"","","2004","4281.25"
"","","2006","5.92"
"","","2007","6.31"
"10.51.40.50.03. (Tulum Peyniri) - Kilogram","Adana-1","1980","20000.0"
"","","1981","38500.0"
"","","1982","44583.0"
"","","1983","44000.0"
"","","1984","60000.0"
"","","1985","1282.0"
"","","1986","1879.0"
"","","1987","2459.0"
"","","1988","4170.0"
"","","1989","6550.0"
"","","1990","10777.0"
"","","1991","15917.0"
"","","1992","30639.0"
"","","1993","45983.0"
"","","1994","94652.0"
"","","1995","213333.0"
"","","1996","295951.0"
"","","1997","638611.0"
"","","1998","1317361.0"
"","","1999","1912638.92"
"","","2000","2440000.0"
"","","2001","3198611.11"
"","","2002","4104166.67"
"","","2003","6584.03"
"","","2004","7868.06"
"","","2005","9.0"
"","","2006","10.07"
"","","2007","9.8"
"","Adıyaman-2","1980","17500.0"
"","","1982","30000.0"
"","","1984","55000.0"
"","","1985","1200.0"
"","","1986","900.0"
"","","1987","2300.0"
"","","1989","6000.0"
"","","1990","12500.0"
"","","1991","20000.0"
"","","1992","21000.0"
"","","1994","88333.0"
"","","1995","143333.0"
"","","1999","1600000.0"
"","","2000","2450000.0"
"","","2001","2791666.67"
"","","2002","3623331.57"
"","","2003","3856.25"
"","","2004","5470.0"
"","","2005","5.07"
"","","2006","5.6"
"","","2007","5.33"
"","Afyonkarahisar-3","1980","15715.0"
"","","1981","30503.0"
"","","1982","30334.0"
"","","1983","35583.0"
"","","1984","53484.0"
"","","1985","843.0"
"","","1986","1212.0"
"","","1987","1702.0"
"","","1988","3154.0"
"","","1989","5267.0"
"","","1990","10707.0"
"","","1991","14486.0"
"","","1992","25152.0"
"","","1993","36328.0"
"","","1994","79286.0"
"","","1995","190921.0"
"","","1996","274036.0"
"","","1997","541883.0"
"","","1998","1167414.0"
"","","1999","1708457.5"
"","","2000","2065694.44"
"","","2001","2851547.62"
"","","2002","3611523.25"
"","","2003","4736.61"
"","","2004","5773.61"
"","","2005","5.86"
"","","2006","6.6"
"","","2007","7.23"
"","Ağrı-4","1980","10833.0"
"","","1981","19333.0"
"","","1982","23250.0"
"","","1983","23750.0"
"","","1984","29800.0"
"","","1985","894.0"
"","","1986","840.0"
"","","1987","1277.0"
"","","1988","2415.0"
"","","1989","3256.0"
"","","1990","4902.0"
"","","1991","6972.0"
"","","1992","12236.0"
"","","1993","26153.0"
"","","1994","68408.0"
"","","1995","106104.0"
"","","1996","192375.0"
"","","1997","320069.0"
"","","1998","779513.0"
"","","1999","1175763.92"
"","","2000","1977430.56"
"","","2001","3220454.55"
"","","2002","4354270.33"
"","","2003","4500.0"
"","","2004","5395.83"
"","","2005","5.13"
"","","2006","5.57"
"","","2007","5.78"
"","Aksaray-68","1991","16917.0"
"","","1992","30193.0"
"","","1993","47326.0"
"","","1994","93506.0"
"","","1995","181861.0"
"","","1996","295750.0"
"","","1997","542833.0"
"","","1998","1166527.0"
"","","1999","1872141.42"
"","","2000","3499236.11"
"","","2001","4749861.11"
"","","2002","6243366.25"
"","","2003","7125.0"
"","","2004","7873.33"
"","","2005","6.58"
"","","2006","7.45"
"","","2007","8.33"
"","Amasya-5","1980","20000.0"
"","","1983","35000.0"
"","","1985","700.0"
"","","1986","1200.0"
"","","1987","2500.0"
"","","1991","11000.0"
"","","1996","170000.0"
"","","1997","360000.0"
"","","1998","960000.0"
"","","1999","1250000.0"
"","","2001","2994868.95"
"","","2002","4200000.0"
"","","2003","5302.6"
"","","2004","6250.0"
"","","2005","6.75"
"","","2006","8.28"
"","","2007","10.0"
"","Ankara-6","1980","16321.0"
"","","1981","29250.0"
"","","1982","34375.0"
"","","1983","44732.0"
"","","1984","55214.0"
"","","1985","1366.0"
"","","1986","1729.0"
"","","1987","2125.0"
"","","1988","3615.0"
"","","1989","4430.0"
"","","1990","10337.0"
"","","1991","15079.0"
"","","1992","28222.0"
"","","1993","39850.0"
"","","1994","86340.0"
"","","1995","169166.0"
"","","1996","290729.0"
"","","1997","529305.0"
"","","1998","1301180.0"
"","","1999","1827236.08"
"","","2000","2325486.11"
"","","2001","3167638.89"
"","","2002","4705668.55"
"","","2003","4936.21"
"","","2004","6456.55"
"","","2005","6.13"
"","","2006","7.38"
"","","2007","8.15"
"","Antalya-7","1980","16999.0"
"","","1981","23630.0"
"","","1982","30535.0"
"","","1983","41368.0"
"","","1984","53749.0"
"","","1985","1164.0"
"","","1986","1584.0"
"","","1987","2108.0"
"","","1988","3434.0"
"","","1989","5832.0"
"","","1990","10112.0"
"","","1991","13936.0"
"","","1992","24766.0"
"","","1993","42349.0"
"","","1994","88277.0"
"","","1995","186645.0"
"","","1996","327242.0"
"","","1997","576274.0"
"","","1998","1181322.0"
"","","1999","1634329.83"
"","","2000","2352348.48"
"","","2001","3260554.56"
"","","2002","4478993.06"
"","","2003","5609.47"
"","","2004","6676.74"
"","","2005","7.35"
"","","2006","8.28"
"","","2007","8.18"
"","Ardahan-75","1993","23757.0"
"","","1994","50208.0"
"","","1995","97534.0"
"","","1996","188416.0"
"","","1997","332291.0"
"","","1998","699166.0"
"","","1999","1578713.92"
"","","2000","1829166.67"
"","","2001","3485714.29"
"","","2002","4198263.4"
"","","2003","4299.17"
"","","2004","4779.86"
"","","2005","5.16"
"","","2006","5.89"
"","","2007","7.01"
"","Artvin-8","1980","15750.0"
"","","1981","19750.0"
"","","1982","36250.0"
"","","1983","41666.0"
"","","1984","52500.0"
"","","1985","700.0"
"","","1987","2000.0"
"","","1988","1875.0"
"","","1989","3066.0"
"","","1990","6111.0"
"","","1991","14458.0"
"","","1992","25417.0"
"","","1993","39038.0"
"","","1994","110000.0"
"","","1995","145416.0"
"","","1996","190625.0"
"","","1997","443333.0"
"","","1998","912083.0"
"","","1999","1402083.33"
"","","2000","1726515.15"
"","","2001","2295138.89"
"","","2002","3837152.78"
"","","2003","4464.93"
"","","2004","6068.96"
"","","2005","6.93"
"","","2006","7.2"
"","","2007","7.68"
"","Aydın-9","1980","18250.0"
"","","1981","27595.0"
"","","1982","38500.0"
"","","1983","46968.0"
"","","1984","55571.0"
"","","1985","1174.0"
"","","1986","1568.0"
"","","1987","2261.0"
"","","1988","4106.0"
"","","1989","6591.0"
"","","1990","12189.0"
"","","1991","16088.0"
"","","1992","30940.0"
"","","1993","46984.0"
"","","1994","89360.0"
"","","1995","208385.0"
"","","1996","321136.0"
"","","1997","645069.0"
"","","1998","1260828.0"
"","","1999","1622746.08"
"","","2000","2409794.46"
"","","2001","3557155.46"
"","","2002","4975442.97"
"","","2003","6152.43"
"","","2004","6906.51"
"","","2005","7.63"
"","","2006","8.38"
"","","2007","8.18"
"","Balıkesir-10","1980","17871.0"
"","","1981","29666.0"
"","","1982","32875.0"
"","","1983","44125.0"
"","","1984","60000.0"
"","","1985","1257.0"
"","","1986","1506.0"
"","","1987","2302.0"
"","","1988","4219.0"
"","","1989","7793.0"
"","","1990","13770.0"
"","","1991","18228.0"
"","","1992","32979.0"
"","","1993","49753.0"
"","","1994","97497.0"
"","","1995","221339.0"
"","","1996","311979.0"
"","","1997","654259.0"
"","","1998","1328576.0"
"","","1999","1649193.25"
"","","2000","2531669.97"
"","","2001","3398456.44"
"","","2002","4775584.72"
"","","2003","6405.56"
"","","2004","6647.62"
"","","2005","7.45"
"","","2006","8.56"
"","","2007","8.81"
"","Bartın-74","1993","11000.0"
"","","1994","50000.0"
"","","1996","150000.0"
"","","1997","427777.0"
"","","1998","862500.0"
"","","1999","1255000.0"
"","","2001","3158812.5"
"","","2002","3828377.5"
"","","2003","4500.0"
"","","2005","5.92"
"","","2007","5.0"
"","Batman-72","1991","8854.0"
"","","1992","18556.0"
"","","1993","35639.0"
"","","1994","102727.0"
"","","1995","190000.0"
"","","1996","382000.0"
"","","1997","564285.0"
"","","1998","850000.0"
"","","1999","1653125.0"
"","","2000","3477272.73"
"","","2001","4125000.0"
"","","2002","5324074.07"
"","","2003","5652.78"
"","","2004","6145.83"
"","","2005","7.75"
"","","2006","9.13"
"","","2007","9.5"
"","Bayburt-69","1991","12208.0"
"","","1992","26889.0"
"","","1993","26375.0"
"","","1994","63333.0"
"","","1995","145208.0"
"","","1996","256111.0"
"","","1997","483333.0"
"","","1998","966666.0"
"","","1999","1529166.58"
"","","2000","1775000.0"
"","","2001","3019444.44"
"","","2002","3419644.44"
"","","2003","3800.0"
"","","2004","4750.0"
"","","2005","8.08"
"","","2006","9.26"
"","","2007","8.27"
"","Bilecik-11","1980","20000.0"
"","","1983","40000.0"
"","","1987","1750.0"
"","","1989","8500.0"
"","","1990","12000.0"
"","","1992","28286.0"
"","","1993","33333.0"
"","","1994","90500.0"
"","","1995","152500.0"
"","","2000","2750000.0"
"","","2001","3640000.0"
"","","2002","4368243.5"
"","","2003","8000.0"
"","","2004","8083.33"
"","","2006","8.76"
"","","2007","8.67"
"","Bingöl-12","1980","16500.0"
"","","1981","20000.0"
"","","1982","41250.0"
"","","1983","42500.0"
"","","1984","60000.0"
"","","1985","1285.0"
"","","1986","1287.0"
"","","1987","1350.0"
"","","1988","3812.0"
"","","1989","6055.0"
"","","1990","11041.0"
"","","1991","15348.0"
"","","1992","23364.0"
"","","1993","57549.0"
"","","1994","63749.0"
"","","1995","160194.0"
"","","1996","251583.0"
"","","1997","548611.0"
"","","1998","1029861.0"
"","","1999","1334335.17"
"","","2000","2786111.11"
"","","2001","3157291.67"
"","","2002","4788194.44"
"","","2003","5354.17"
"","","2004","6625.0"
"","","2005","7.09"
"","","2006","7.67"
"","","2007","8.6"
"","Bitlis-13","1980","12000.0"
"","","1981","30000.0"
"","","1982","25000.0"
"","","1983","32500.0"
"","","1984","47500.0"
"","","1985","1000.0"
"","","1986","1100.0"
"","","1987","1533.0"
"","","1988","1920.0"
"","","1989","3400.0"
"","","1991","10000.0"
"","","1992","13000.0"
"","","1993","33833.0"
"","","1994","76875.0"
"","","1995","131666.0"
"","","1996","235416.0"
"","","1997","428472.0"
"","","1998","916666.0"
"","","1999","1257500.0"
"","","2000","2487500.0"
"","","2001","3229166.67"
"","","2002","4762500.0"
"","","2003","7069.44"
"","","2004","7729.17"
"","","2005","6.52"
"","","2006","7.67"
"","","2007","7.47"
"","Bolu-14","1980","10000.0"
"","","1981","27500.0"
"","","1982","20000.0"
"","","1984","60000.0"
"","","1985","700.0"
"","","1986","1300.0"
"","","1987","1475.0"
"","","1988","6000.0"
"","","1990","9000.0"
"","","1991","15000.0"
"","","1992","26143.0"
"","","1993","40000.0"
"","","1994","180000.0"
"","","1995","181666.0"
"","","1996","323611.0"
"","","1997","431818.0"
"","","1998","800000.0"
"","","1999","1450000.0"
"","","2000","1875000.0"
"","","2001","2250000.0"
"","","2002","3250000.0"
"","","2003","4437.5"
"","","2005","4.0"
"","","2007","11.86"
"","Burdur-15","1980","14000.0"
"","","1981","20062.0"
"","","1982","26375.0"
"","","1983","37750.0"
"","","1984","50000.0"
"","","1985","926.0"
"","","1986","1183.0"
"","","1987","1417.0"
"","","1988","2536.0"
"","","1989","4817.0"
"","","1990","9054.0"
"","","1991","13858.0"
"","","1992","20110.0"
"","","1993","38854.0"
"","","1994","70222.0"
"","","1995","141402.0"
"","","1996","245472.0"
"","","1997","545138.0"
"","","1998","1009652.0"
"","","1999","1407430.58"
"","","2000","1879166.67"
"","","2001","2715833.33"
"","","2002","3984722.22"
"","","2003","5045.14"
"","","2004","5604.17"
"","","2005","6.4"
"","","2006","7.33"
"","","2007","7.85"
"","Bursa-16","1980","19000.0"
"","","1981","22474.0"
"","","1982","35000.0"
"","","1983","40000.0"
"","","1984","55000.0"
"","","1985","800.0"
"","","1986","1000.0"
"","","1987","1950.0"
"","","1988","2916.0"
"","","1989","4666.0"
"","","1990","8200.0"
"","","1991","15458.0"
"","","1992","28000.0"
"","","1993","39271.0"
"","","1994","83958.0"
"","","1995","136319.0"
"","","1996","308333.0"
"","","1997","495454.0"
"","","1998","960000.0"
"","","1999","1595833.33"
"","","2000","2010000.0"
"","","2001","3758333.33"
"","","2002","5388888.89"
"","","2003","6141.9"
"","","2004","7038.19"
"","","2005","6.89"
"","","2006","7.64"
"","","2007","8.02"
"","Çanakkale-17","1980","14250.0"
"","","1982","25000.0"
"","","1983","45000.0"
"","","1984","60000.0"
"","","1985","900.0"
"","","1986","1472.0"
"","","1987","1600.0"
"","","1988","2440.0"
"","","1989","2500.0"
"","","1990","7000.0"
"","","1991","9000.0"
"","","1992","30611.0"
"","","1993","40833.0"
"","","1994","93000.0"
"","","1995","192083.0"
"","","1996","291666.0"
"","","1997","548125.0"
"","","1999","1500000.0"
"","","2001","4281250.0"
"","","2002","4800000.0"
"","","2003","5625.0"
"","","2004","6554.17"
"","","2005","5.31"
"","","2006","5.8"
"","","2007","7.0"
"","Çankırı-18","1980","20000.0"
"","","1981","26046.0"
"","","1982","27500.0"
"","","1983","41250.0"
"","","1984","60000.0"
"","","1985","1060.0"
"","","1986","1460.0"
"","","1987","1686.0"
"","","1989","6750.0"
"","","1990","13475.0"
"","","1991","19321.0"
"","","1992","20625.0"
"","","1993","36083.0"
"","","1994","73395.0"
"","","1995","224583.0"
"","","1996","244722.0"
"","","1997","478125.0"
"","","1998","1025000.0"
"","","1999","2037500.0"
"","","2000","2750000.0"
"","","2001","3500000.0"
"","","2002","4294949.83"
"","","2003","4758.77"
"","","2004","5208.33"
"","","2005","6.25"
"","","2006","7.32"
"","","2007","7.79"
"","Çorum-19","1980","16562.0"
"","","1981","35000.0"
"","","1982","45833.0"
"","","1983","43750.0"
"","","1984","57000.0"
"","","1985","1038.0"
"","","1986","1516.0"
"","","1987","1417.0"
"","","1988","2752.0"
"","","1989","4312.0"
"","","1990","10083.0"
"","","1991","16646.0"
"","","1992","32606.0"
"","","1993","49417.0"
"","","1994","96527.0"
"","","1995","176388.0"
"","","1996","294861.0"
"","","1997","486805.0"
"","","1998","1047291.0"
"","","1999","1209708.33"
"","","2000","1676388.89"
"","","2001","2654166.67"
"","","2002","4125000.0"
"","","2003","5401.09"
"","","2004","5955.36"
"","","2005","6.23"
"","","2006","7.29"
"","","2007","7.77"
"","Denizli-20","1980","16000.0"
"","","1981","27125.0"
"","","1982","36178.0"
"","","1983","45625.0"
"","","1984","53181.0"
"","","1985","881.0"
"","","1986","1350.0"
"","","1987","1902.0"
"","","1988","3595.0"
"","","1989","5288.0"
"","","1990","9983.0"
"","","1991","14770.0"
"","","1992","24857.0"
"","","1993","39047.0"
"","","1994","76488.0"
"","","1995","176419.0"
"","","1996","271234.0"
"","","1997","542025.0"
"","","1998","1108647.0"
"","","1999","1663837.08"
"","","2000","2323707.01"
"","","2001","3483721.89"
"","","2002","4581035.05"
"","","2003","5718.29"
"","","2004","6517.36"
"","","2005","6.87"
"","","2006","7.9"
"","","2007","7.77"
"","Diyarbakır-21","1980","15000.0"
"","","1983","40000.0"
"","","1984","60000.0"
"","","1986","1500.0"
"","","1987","1900.0"
"","","1988","3481.0"
"","","1989","8000.0"
"","","1990","9500.0"
"","","1991","10250.0"
"","","1992","23000.0"
"","","1993","39643.0"
"","","1994","66770.0"
"","","1995","168500.0"
"","","1996","256428.0"
"","","1997","492083.0"
"","","1998","991736.0"
"","","1999","1214449.92"
"","","2000","2745833.33"
"","","2001","3622727.27"
"","","2002","4337761.9"
"","","2003","5763.17"
"","","2004","6974.58"
"","","2005","9.01"
"","","2006","9.47"
"","","2007","8.94"
"","Düzce-81","2001","3136363.64"
"","","2002","3625000.0"
"","","2003","4800.0"
"","","2005","5.0"
"","","2006","6.31"
"","","2007","7.0"
"","Edirne-22","1980","20000.0"
"","","1981","27500.0"
"","","1982","32500.0"
"","","1984","55000.0"
"","","1986","1500.0"
"","","1987","2200.0"
"","","1996","416666.0"
"","","2001","3256993.46"
"","","2002","4629111.5"
"","","2003","5333.33"
"","","2005","6.17"
"","","2006","7.02"
"","","2007","8.05"
"","Elazığ-23","1980","18750.0"
"","","1981","35000.0"
"","","1982","35000.0"
"","","1983","46500.0"
"","","1984","58750.0"
"","","1985","1276.0"
"","","1986","1799.0"
"","","1987","2062.0"
"","","1988","3928.0"
"","","1989","6282.0"
"","","1990","11707.0"
"","","1991","16820.0"
"","","1992","28535.0"
"","","1993","47929.0"
"","","1994","84284.0"
"","","1995","188847.0"
"","","1996","295319.0"
"","","1997","604266.0"
"","","1998","1296246.0"
"","","1999","2064513.83"
"","","2000","2579246.03"
"","","2001","3417152.78"
"","","2002","4160416.67"
"","","2003","5663.89"
"","","2004","6521.83"
"","","2005","7.8"
"","","2006","8.84"
"","","2007","8.72"
"","Erzincan-24","1980","18450.0"
"","","1981","35750.0"
"","","1982","41000.0"
"","","1983","48750.0"
"","","1984","57357.0"
"","","1985","1173.0"
"","","1986","1726.0"
"","","1987","2211.0"
"","","1988","3912.0"
"","","1989","6330.0"
"","","1990","11787.0"
"","","1991","16463.0"
"","","1992","30737.0"
"","","1993","50788.0"
"","","1994","84429.0"
"","","1995","183819.0"
"","","1996","317223.0"
"","","1997","620274.0"
"","","1998","1260371.0"
"","","1999","1766066.42"
"","","2000","2504791.67"
"","","2001","3301504.63"
"","","2002","4252827.38"
"","","2003","5539.53"
"","","2004","6544.27"
"","","2005","6.77"
"","","2006","7.95"
"","","2007","8.27"
"","Erzurum-25","1980","10700.0"
"","","1981","15829.0"
"","","1982","20357.0"
"","","1983","26041.0"
"","","1984","42000.0"
"","","1985","688.0"
"","","1986","828.0"
"","","1987","1000.0"
"","","1988","1874.0"
"","","1989","3029.0"
"","","1990","6624.0"
"","","1991","9131.0"
"","","1992","16393.0"
"","","1993","28458.0"
"","","1994","51712.0"
"","","1995","105173.0"
"","","1996","191385.0"
"","","1997","364156.0"
"","","1998","745101.0"
"","","1999","1331339.42"
"","","2000","2224201.39"
"","","2001","3174940.48"
"","","2002","3692569.44"
"","","2003","4204.81"
"","","2004","4844.44"
"","","2005","5.99"
"","","2006","6.94"
"","","2007","7.07"
"","Eskişehir-26","1980","15000.0"
"","","1981","23250.0"
"","","1982","33750.0"
"","","1983","41250.0"
"","","1985","1350.0"
"","","1986","1489.0"
"","","1987","1517.0"
"","","1988","2320.0"
"","","1989","4375.0"
"","","1990","9875.0"
"","","1991","13417.0"
"","","1992","18833.0"
"","","1993","33583.0"
"","","1994","77000.0"
"","","1995","225000.0"
"","","1996","263750.0"
"","","1997","372916.0"
"","","1998","570000.0"
"","","1999","1435000.0"
"","","2000","1645833.33"
"","","2001","2765000.0"
"","","2002","3750000.0"
"","","2003","4772.92"
"","","2004","5212.5"
"","","2005","5.05"
"","","2006","5.69"
"","","2007","5.81"
"","Gaziantep-27","1980","20000.0"
"","","1981","32500.0"
"","","1982","35000.0"
"","","1983","50000.0"
"","","1985","900.0"
"","","1986","1383.0"
"","","1987","2213.0"
"","","1988","2916.0"
"","","1990","10625.0"
"","","1991","14235.0"
"","","1992","19222.0"
"","","1993","34917.0"
"","","1994","63125.0"
"","","1995","110000.0"
"","","1996","156111.0"
"","","1997","425000.0"
"","","1998","766666.0"
"","","2000","2250000.0"
"","","2001","2840906.25"
"","","2002","3928571.43"
"","","2004","4000.0"
"","","2005","7.33"
"","","2006","7.97"
"","","2007","8.75"
"","Giresun-28","1980","18750.0"
"","","1981","37083.0"
"","","1982","42916.0"
"","","1983","46250.0"
"","","1984","60000.0"
"","","1985","1668.0"
"","","1986","2160.0"
"","","1987","3121.0"
"","","1988","5010.0"
"","","1989","7645.5"
"","","1990","13069.0"
"","","1991","19269.0"
"","","1992","31587.0"
"","","1993","59127.0"
"","","1994","117555.0"
"","","1995","238500.0"
"","","1996","406194.0"
"","","1997","661208.0"
"","","1998","1358486.0"
"","","1999","1616128.25"
"","","2000","2782222.22"
"","","2001","3744940.48"
"","","2002","4799166.67"
"","","2003","6773.06"
"","","2004","7557.2"
"","","2005","9.29"
"","","2006","10.44"
"","","2007","11.27"
"","Gümüşhane-29","1980","20000.0"
"","","1981","37500.0"
"","","1983","50000.0"
"","","1984","57500.0"
"","","1985","1529.0"
"","","1986","1777.0"
"","","1987","2045.0"
"","","1990","11884.0"
"","","1991","18583.0"
"","","1992","29663.0"
"","","1993","46319.0"
"","","1994","101423.0"
"","","1995","197727.0"
"","","1996","281111.0"
"","","1997","568055.0"
"","","1998","1291666.0"
"","","1999","1946041.67"
"","","2000","2590972.22"
"","","2001","4302083.33"
"","","2002","5148484.85"
"","","2003","5990.53"
"","","2004","6616.67"
"","","2005","7.49"
"","","2006","7.96"
"","","2007","8.44"
"","Hakkari-30","1980","13500.0"
"","","1981","23333.0"
"","","1982","32500.0"
"","","1983","34500.0"
"","","1985","692.0"
"","","1986","1144.0"
"","","1987","1567.0"
"","","1988","2487.0"
"","","1989","2837.0"
"","","1991","11273.0"
"","","1994","120000.0"
"","","1995","162500.0"
"","","1996","250000.0"
"","","1997","494000.0"
"","","1998","793083.0"
"","","1999","1300000.0"
"","","2000","1995833.33"
"","","2001","2516666.67"
"","","2002","3166666.67"
"","","2003","3887.5"
"","","2005","5.21"
"","","2007","7.76"
"","Hatay-31","1980","17500.0"
"","","1981","22000.0"
"","","1982","37500.0"
"","","1983","30000.0"
"","","1984","50000.0"
"","","1985","1000.0"
"","","1986","1233.0"
"","","1987","1517.0"
"","","1988","4250.0"
"","","1989","4750.0"
"","","1993","37500.0"
"","","1994","84444.0"
"","","1995","172083.0"
"","","1996","224583.0"
"","","1997","450000.0"
"","","1998","808333.0"
"","","1999","1775000.0"
"","","2000","1987500.0"
"","","2001","3550000.0"
"","","2002","3921428.57"
"","","2003","6666.67"
"","","2004","6993.75"
"","","2005","6.38"
"","","2007","7.5"
"","Iğdır-76","1993","29674.0"
"","","1994","67638.0"
"","","1995","156333.0"
"","","1996","252272.0"
"","","1997","387500.0"
"","","1998","875694.0"
"","","1999","1686363.64"
"","","2000","2017878.79"
"","","2001","2893055.56"
"","","2002","3418382.78"
"","","2003","3859.03"
"","","2004","4281.25"
"","","2005","6.55"
"","","2006","7.25"
"","","2007","6.92"
"","Isparta-32","1980","16291.0"
"","","1981","28250.0"
"","","1982","31250.0"
"","","1983","42875.0"
"","","1984","59166.0"
"","","1985","1043.0"
"","","1986","1380.0"
"","","1987","1892.0"
"","","1988","3517.0"
